window_start,window_end,site,ions,concentration
2020-09-15,2020-11-17,BQ3,nh4_ugl,9.333333333333334
2020-09-15,2020-11-17,BQ3,no3_ugl,175.875
2020-11-17,2021-01-19,BQ3,k_mgl,0.7128571428571429
2020-11-17,2021-01-19,BQ3,ca_mgl,5.1899999999999995
2020-11-17,2021-01-19,BQ3,mg_mgl,3.2085714285714286
2020-11-17,2021-01-19,BQ3,nh4_ugl,9
2020-11-17,2021-01-19,BQ3,no3_ugl,204
1986-05-20,1986-07-22,PRM,k_mgl,NA
1986-05-20,1986-07-22,PRM,ca_mgl,NA
1986-05-20,1986-07-22,PRM,mg_mgl,NA
1986-05-20,1986-07-22,PRM,nh4_ugl,NA
1986-05-20,1986-07-22,PRM,no3_ugl,NA
1986-07-22,1986-09-23,PRM,k_mgl,NA
1986-07-22,1986-09-23,PRM,ca_mgl,NA
1986-07-22,1986-09-23,PRM,mg_mgl,NA
1986-07-22,1986-09-23,PRM,nh4_ugl,NA
1986-07-22,1986-09-23,PRM,no3_ugl,NA
1986-09-23,1986-11-25,PRM,k_mgl,NA
1986-09-23,1986-11-25,PRM,ca_mgl,NA
1986-09-23,1986-11-25,PRM,mg_mgl,NA
1986-09-23,1986-11-25,PRM,nh4_ugl,NA
1986-09-23,1986-11-25,PRM,no3_ugl,NA
1986-11-25,1987-01-27,PRM,k_mgl,NA
1986-11-25,1987-01-27,PRM,ca_mgl,NA
1986-11-25,1987-01-27,PRM,mg_mgl,NA
1986-11-25,1987-01-27,PRM,nh4_ugl,NA
1986-11-25,1987-01-27,PRM,no3_ugl,NA
1987-01-27,1987-03-31,PRM,k_mgl,NA
1987-01-27,1987-03-31,PRM,ca_mgl,NA
1987-01-27,1987-03-31,PRM,mg_mgl,NA
1987-01-27,1987-03-31,PRM,nh4_ugl,NA
1987-01-27,1987-03-31,PRM,no3_ugl,NA
1987-03-31,1987-06-02,PRM,k_mgl,NA
1987-03-31,1987-06-02,PRM,ca_mgl,NA
1987-03-31,1987-06-02,PRM,mg_mgl,NA
1987-03-31,1987-06-02,PRM,nh4_ugl,NA
1987-03-31,1987-06-02,PRM,no3_ugl,NA
1987-06-02,1987-08-04,PRM,k_mgl,NA
1987-06-02,1987-08-04,PRM,ca_mgl,NA
1987-06-02,1987-08-04,PRM,mg_mgl,NA
1987-06-02,1987-08-04,PRM,nh4_ugl,NA
1987-06-02,1987-08-04,PRM,no3_ugl,NA
1987-08-04,1987-10-06,PRM,k_mgl,NA
1987-08-04,1987-10-06,PRM,ca_mgl,NA
1987-08-04,1987-10-06,PRM,mg_mgl,NA
1987-08-04,1987-10-06,PRM,nh4_ugl,NA
1987-08-04,1987-10-06,PRM,no3_ugl,NA
1987-10-06,1987-12-08,PRM,k_mgl,NA
1987-10-06,1987-12-08,PRM,ca_mgl,NA
1987-10-06,1987-12-08,PRM,mg_mgl,NA
1987-10-06,1987-12-08,PRM,nh4_ugl,NA
1987-10-06,1987-12-08,PRM,no3_ugl,NA
1987-12-08,1988-02-09,PRM,k_mgl,NA
1987-12-08,1988-02-09,PRM,ca_mgl,NA
1987-12-08,1988-02-09,PRM,mg_mgl,NA
1987-12-08,1988-02-09,PRM,nh4_ugl,NA
1987-12-08,1988-02-09,PRM,no3_ugl,NA
1988-02-09,1988-04-12,PRM,k_mgl,NA
1988-02-09,1988-04-12,PRM,ca_mgl,NA
1988-02-09,1988-04-12,PRM,mg_mgl,NA
1988-02-09,1988-04-12,PRM,nh4_ugl,NA
1988-02-09,1988-04-12,PRM,no3_ugl,NA
1988-04-12,1988-06-14,PRM,k_mgl,NA
1988-04-12,1988-06-14,PRM,ca_mgl,NA
1988-04-12,1988-06-14,PRM,mg_mgl,NA
1988-04-12,1988-06-14,PRM,nh4_ugl,NA
1988-04-12,1988-06-14,PRM,no3_ugl,NA
1988-06-14,1988-08-16,PRM,k_mgl,NA
1988-06-14,1988-08-16,PRM,ca_mgl,NA
1988-06-14,1988-08-16,PRM,mg_mgl,NA
1988-06-14,1988-08-16,PRM,nh4_ugl,NA
1988-06-14,1988-08-16,PRM,no3_ugl,NA
1988-08-16,1988-10-18,PRM,k_mgl,NA
1988-08-16,1988-10-18,PRM,ca_mgl,NA
1988-08-16,1988-10-18,PRM,mg_mgl,NA
1988-08-16,1988-10-18,PRM,nh4_ugl,NA
1988-08-16,1988-10-18,PRM,no3_ugl,NA
1988-10-18,1988-12-20,PRM,k_mgl,NA
1988-10-18,1988-12-20,PRM,ca_mgl,NA
1988-10-18,1988-12-20,PRM,mg_mgl,NA
1988-10-18,1988-12-20,PRM,nh4_ugl,NA
1988-10-18,1988-12-20,PRM,no3_ugl,NA
1988-12-20,1989-02-21,PRM,k_mgl,NA
1988-12-20,1989-02-21,PRM,ca_mgl,NA
1988-12-20,1989-02-21,PRM,mg_mgl,NA
1988-12-20,1989-02-21,PRM,nh4_ugl,NA
1988-12-20,1989-02-21,PRM,no3_ugl,NA
1989-02-21,1989-04-25,PRM,k_mgl,NA
1989-02-21,1989-04-25,PRM,ca_mgl,NA
1989-02-21,1989-04-25,PRM,mg_mgl,NA
1989-02-21,1989-04-25,PRM,nh4_ugl,NA
1989-02-21,1989-04-25,PRM,no3_ugl,NA
1989-04-25,1989-06-27,PRM,k_mgl,0.6816666666666666
1989-04-25,1989-06-27,PRM,ca_mgl,6.568333333333333
1989-04-25,1989-06-27,PRM,mg_mgl,1.9433333333333334
1989-04-25,1989-06-27,PRM,nh4_ugl,NA
1989-04-25,1989-06-27,PRM,no3_ugl,73.83333333333333
1989-06-27,1989-08-29,PRM,k_mgl,0.69375
1989-06-27,1989-08-29,PRM,ca_mgl,6.6
1989-06-27,1989-08-29,PRM,mg_mgl,1.75375
1989-06-27,1989-08-29,PRM,nh4_ugl,NA
1989-06-27,1989-08-29,PRM,no3_ugl,67.42857142857143
1989-08-29,1989-10-31,PRM,k_mgl,0.87
1989-08-29,1989-10-31,PRM,ca_mgl,6.04
1989-08-29,1989-10-31,PRM,mg_mgl,2.17
1989-08-29,1989-10-31,PRM,nh4_ugl,NA
1989-08-29,1989-10-31,PRM,no3_ugl,95.2
1989-10-31,1990-01-02,PRM,k_mgl,0.8814285714285715
1989-10-31,1990-01-02,PRM,ca_mgl,8.496666666666666
1989-10-31,1990-01-02,PRM,mg_mgl,2.5083333333333333
1989-10-31,1990-01-02,PRM,nh4_ugl,NA
1989-10-31,1990-01-02,PRM,no3_ugl,221.14285714285717
1990-01-02,1990-03-06,PRM,k_mgl,1.1322222222222222
1990-01-02,1990-03-06,PRM,ca_mgl,9.39375
1990-01-02,1990-03-06,PRM,mg_mgl,2.22
1990-01-02,1990-03-06,PRM,nh4_ugl,NA
1990-01-02,1990-03-06,PRM,no3_ugl,172
1990-03-06,1990-05-08,PRM,k_mgl,1.0322222222222222
1990-03-06,1990-05-08,PRM,ca_mgl,8.338888888888889
1990-03-06,1990-05-08,PRM,mg_mgl,2.0611111111111113
1990-03-06,1990-05-08,PRM,nh4_ugl,NA
1990-03-06,1990-05-08,PRM,no3_ugl,180.55555555555554
1990-05-08,1990-07-10,PRM,k_mgl,0.9777777777777777
1990-05-08,1990-07-10,PRM,ca_mgl,8.975555555555555
1990-05-08,1990-07-10,PRM,mg_mgl,2.0944444444444446
1990-05-08,1990-07-10,PRM,nh4_ugl,NA
1990-05-08,1990-07-10,PRM,no3_ugl,175.11111111111111
1990-07-10,1990-09-11,PRM,k_mgl,0.8744444444444445
1990-07-10,1990-09-11,PRM,ca_mgl,9.076666666666666
1990-07-10,1990-09-11,PRM,mg_mgl,2.0677777777777777
1990-07-10,1990-09-11,PRM,nh4_ugl,NA
1990-07-10,1990-09-11,PRM,no3_ugl,152.22222222222223
1990-09-11,1990-11-13,PRM,k_mgl,0.8011111111111111
1990-09-11,1990-11-13,PRM,ca_mgl,8.11
1990-09-11,1990-11-13,PRM,mg_mgl,1.96
1990-09-11,1990-11-13,PRM,nh4_ugl,NA
1990-09-11,1990-11-13,PRM,no3_ugl,107
1990-11-13,1991-01-15,PRM,k_mgl,0.7277777777777777
1990-11-13,1991-01-15,PRM,ca_mgl,7.78
1990-11-13,1991-01-15,PRM,mg_mgl,1.98
1990-11-13,1991-01-15,PRM,nh4_ugl,NA
1990-11-13,1991-01-15,PRM,no3_ugl,152.375
1991-01-15,1991-03-19,PRM,k_mgl,0.8411111111111111
1991-01-15,1991-03-19,PRM,ca_mgl,7.403333333333333
1991-01-15,1991-03-19,PRM,mg_mgl,2.148888888888889
1991-01-15,1991-03-19,PRM,nh4_ugl,NA
1991-01-15,1991-03-19,PRM,no3_ugl,127.28571428571429
1991-03-19,1991-05-21,PRM,k_mgl,0.735
1991-03-19,1991-05-21,PRM,ca_mgl,4.887142857142857
1991-03-19,1991-05-21,PRM,mg_mgl,1.4075
1991-03-19,1991-05-21,PRM,nh4_ugl,NA
1991-03-19,1991-05-21,PRM,no3_ugl,71.5
1991-05-21,1991-07-23,PRM,k_mgl,0.8200000000000001
1991-05-21,1991-07-23,PRM,ca_mgl,5.034
1991-05-21,1991-07-23,PRM,mg_mgl,0.9271428571428572
1991-05-21,1991-07-23,PRM,nh4_ugl,NA
1991-05-21,1991-07-23,PRM,no3_ugl,63
1991-07-23,1991-09-24,PRM,k_mgl,0.8222222222222223
1991-07-23,1991-09-24,PRM,ca_mgl,8.598888888888888
1991-07-23,1991-09-24,PRM,mg_mgl,2.681111111111111
1991-07-23,1991-09-24,PRM,nh4_ugl,NA
1991-07-23,1991-09-24,PRM,no3_ugl,52.142857142857146
1991-09-24,1991-11-26,PRM,k_mgl,0.72
1991-09-24,1991-11-26,PRM,ca_mgl,7.154999999999999
1991-09-24,1991-11-26,PRM,mg_mgl,2.09875
1991-09-24,1991-11-26,PRM,nh4_ugl,NA
1991-09-24,1991-11-26,PRM,no3_ugl,124
1991-11-26,1992-01-28,PRM,k_mgl,0.71
1991-11-26,1992-01-28,PRM,ca_mgl,7.178888888888889
1991-11-26,1992-01-28,PRM,mg_mgl,1.8522222222222222
1991-11-26,1992-01-28,PRM,nh4_ugl,NA
1991-11-26,1992-01-28,PRM,no3_ugl,119.44444444444444
1992-01-28,1992-03-31,PRM,k_mgl,0.9711111111111111
1992-01-28,1992-03-31,PRM,ca_mgl,10.386666666666667
1992-01-28,1992-03-31,PRM,mg_mgl,2.178888888888889
1992-01-28,1992-03-31,PRM,nh4_ugl,NA
1992-01-28,1992-03-31,PRM,no3_ugl,123.875
1992-03-31,1992-06-02,PRM,k_mgl,0.8444444444444444
1992-03-31,1992-06-02,PRM,ca_mgl,7.913749999999999
1992-03-31,1992-06-02,PRM,mg_mgl,2.7222222222222223
1992-03-31,1992-06-02,PRM,nh4_ugl,NA
1992-03-31,1992-06-02,PRM,no3_ugl,63.875
1992-06-02,1992-08-04,PRM,k_mgl,0.7966666666666666
1992-06-02,1992-08-04,PRM,ca_mgl,7.605555555555556
1992-06-02,1992-08-04,PRM,mg_mgl,1.961111111111111
1992-06-02,1992-08-04,PRM,nh4_ugl,NA
1992-06-02,1992-08-04,PRM,no3_ugl,38.111111111111114
1992-08-04,1992-10-06,PRM,k_mgl,0.8288888888888889
1992-08-04,1992-10-06,PRM,ca_mgl,8.617777777777778
1992-08-04,1992-10-06,PRM,mg_mgl,2.1733333333333333
1992-08-04,1992-10-06,PRM,nh4_ugl,NA
1992-08-04,1992-10-06,PRM,no3_ugl,45.22222222222222
1992-10-06,1992-12-08,PRM,k_mgl,0.7622222222222222
1992-10-06,1992-12-08,PRM,ca_mgl,8.262222222222222
1992-10-06,1992-12-08,PRM,mg_mgl,2.013333333333333
1992-10-06,1992-12-08,PRM,nh4_ugl,NA
1992-10-06,1992-12-08,PRM,no3_ugl,49.625
1992-12-08,1993-02-09,PRM,k_mgl,0.67125
1992-12-08,1993-02-09,PRM,ca_mgl,7.6274999999999995
1992-12-08,1993-02-09,PRM,mg_mgl,1.89375
1992-12-08,1993-02-09,PRM,nh4_ugl,NA
1992-12-08,1993-02-09,PRM,no3_ugl,16.5
1993-02-09,1993-04-13,PRM,k_mgl,0.7611111111111111
1993-02-09,1993-04-13,PRM,ca_mgl,8.618888888888888
1993-02-09,1993-04-13,PRM,mg_mgl,2.1966666666666668
1993-02-09,1993-04-13,PRM,nh4_ugl,NA
1993-02-09,1993-04-13,PRM,no3_ugl,91.66666666666667
1993-04-13,1993-06-15,PRM,k_mgl,0.84
1993-04-13,1993-06-15,PRM,ca_mgl,7.963333333333333
1993-04-13,1993-06-15,PRM,mg_mgl,2.013333333333333
1993-04-13,1993-06-15,PRM,nh4_ugl,NA
1993-04-13,1993-06-15,PRM,no3_ugl,52.125
1993-06-15,1993-08-17,PRM,k_mgl,0.76625
1993-06-15,1993-08-17,PRM,ca_mgl,8.865
1993-06-15,1993-08-17,PRM,mg_mgl,2.05375
1993-06-15,1993-08-17,PRM,nh4_ugl,NA
1993-06-15,1993-08-17,PRM,no3_ugl,57
1993-08-17,1993-10-19,PRM,k_mgl,0.8
1993-08-17,1993-10-19,PRM,ca_mgl,8.374444444444444
1993-08-17,1993-10-19,PRM,mg_mgl,2.068888888888889
1993-08-17,1993-10-19,PRM,nh4_ugl,NA
1993-08-17,1993-10-19,PRM,no3_ugl,50.25
1993-10-19,1993-12-21,PRM,k_mgl,0.72
1993-10-19,1993-12-21,PRM,ca_mgl,7.707777777777777
1993-10-19,1993-12-21,PRM,mg_mgl,2.0077777777777777
1993-10-19,1993-12-21,PRM,nh4_ugl,NA
1993-10-19,1993-12-21,PRM,no3_ugl,35.75
1993-12-21,1994-02-22,PRM,k_mgl,0.5
1993-12-21,1994-02-22,PRM,ca_mgl,6.5525
1993-12-21,1994-02-22,PRM,mg_mgl,1.3522222222222222
1993-12-21,1994-02-22,PRM,nh4_ugl,NA
1993-12-21,1994-02-22,PRM,no3_ugl,13
1994-02-22,1994-04-26,PRM,k_mgl,0.7233333333333334
1994-02-22,1994-04-26,PRM,ca_mgl,9.082222222222223
1994-02-22,1994-04-26,PRM,mg_mgl,2.1
1994-02-22,1994-04-26,PRM,nh4_ugl,NA
1994-02-22,1994-04-26,PRM,no3_ugl,7
1994-04-26,1994-06-28,PRM,k_mgl,0.86
1994-04-26,1994-06-28,PRM,ca_mgl,9.436666666666667
1994-04-26,1994-06-28,PRM,mg_mgl,2.3177777777777777
1994-04-26,1994-06-28,PRM,nh4_ugl,NA
1994-04-26,1994-06-28,PRM,no3_ugl,19.11111111111111
1994-06-28,1994-08-30,PRM,k_mgl,0.7944444444444444
1994-06-28,1994-08-30,PRM,ca_mgl,8.825555555555555
1994-06-28,1994-08-30,PRM,mg_mgl,2.3644444444444446
1994-06-28,1994-08-30,PRM,nh4_ugl,NA
1994-06-28,1994-08-30,PRM,no3_ugl,72
1994-08-30,1994-11-01,PRM,k_mgl,0.8522222222222222
1994-08-30,1994-11-01,PRM,ca_mgl,9.213333333333333
1994-08-30,1994-11-01,PRM,mg_mgl,2.1222222222222222
1994-08-30,1994-11-01,PRM,nh4_ugl,NA
1994-08-30,1994-11-01,PRM,no3_ugl,NA
1994-11-01,1995-01-03,PRM,k_mgl,0.7133333333333334
1994-11-01,1995-01-03,PRM,ca_mgl,7.992222222222222
1994-11-01,1995-01-03,PRM,mg_mgl,2.0877777777777777
1994-11-01,1995-01-03,PRM,nh4_ugl,NA
1994-11-01,1995-01-03,PRM,no3_ugl,43
1995-01-03,1995-03-07,PRM,k_mgl,0.6955555555555556
1995-01-03,1995-03-07,PRM,ca_mgl,9.487777777777778
1995-01-03,1995-03-07,PRM,mg_mgl,2.132222222222222
1995-01-03,1995-03-07,PRM,nh4_ugl,NA
1995-01-03,1995-03-07,PRM,no3_ugl,NA
1995-03-07,1995-05-09,PRM,k_mgl,0.7142857142857143
1995-03-07,1995-05-09,PRM,ca_mgl,9.632857142857143
1995-03-07,1995-05-09,PRM,mg_mgl,2.2942857142857145
1995-03-07,1995-05-09,PRM,nh4_ugl,NA
1995-03-07,1995-05-09,PRM,no3_ugl,NA
1995-05-09,1995-07-11,PRM,k_mgl,0.686
1995-05-09,1995-07-11,PRM,ca_mgl,8.848
1995-05-09,1995-07-11,PRM,mg_mgl,2.044
1995-05-09,1995-07-11,PRM,nh4_ugl,NA
1995-05-09,1995-07-11,PRM,no3_ugl,NA
1995-07-11,1995-09-12,PRM,k_mgl,0.71
1995-07-11,1995-09-12,PRM,ca_mgl,9.745
1995-07-11,1995-09-12,PRM,mg_mgl,2.19
1995-07-11,1995-09-12,PRM,nh4_ugl,NA
1995-07-11,1995-09-12,PRM,no3_ugl,NA
1995-09-12,1995-11-14,PRM,k_mgl,NA
1995-09-12,1995-11-14,PRM,ca_mgl,NA
1995-09-12,1995-11-14,PRM,mg_mgl,NA
1995-09-12,1995-11-14,PRM,nh4_ugl,NA
1995-09-12,1995-11-14,PRM,no3_ugl,NA
1995-11-14,1996-01-16,PRM,k_mgl,0.71
1995-11-14,1996-01-16,PRM,ca_mgl,8.0925
1995-11-14,1996-01-16,PRM,mg_mgl,1.9725
1995-11-14,1996-01-16,PRM,nh4_ugl,NA
1995-11-14,1996-01-16,PRM,no3_ugl,NA
1996-01-16,1996-03-19,PRM,k_mgl,0.7375
1996-01-16,1996-03-19,PRM,ca_mgl,8.1725
1996-01-16,1996-03-19,PRM,mg_mgl,2.2325
1996-01-16,1996-03-19,PRM,nh4_ugl,NA
1996-01-16,1996-03-19,PRM,no3_ugl,NA
1996-03-19,1996-05-21,PRM,k_mgl,0.8633333333333333
1996-03-19,1996-05-21,PRM,ca_mgl,9.07
1996-03-19,1996-05-21,PRM,mg_mgl,2.2933333333333334
1996-03-19,1996-05-21,PRM,nh4_ugl,NA
1996-03-19,1996-05-21,PRM,no3_ugl,NA
1996-05-21,1996-07-23,PRM,k_mgl,0.77
1996-05-21,1996-07-23,PRM,ca_mgl,8.535
1996-05-21,1996-07-23,PRM,mg_mgl,2.21
1996-05-21,1996-07-23,PRM,nh4_ugl,NA
1996-05-21,1996-07-23,PRM,no3_ugl,NA
1996-07-23,1996-09-24,PRM,k_mgl,0.73
1996-07-23,1996-09-24,PRM,ca_mgl,8.5025
1996-07-23,1996-09-24,PRM,mg_mgl,2.1475
1996-07-23,1996-09-24,PRM,nh4_ugl,NA
1996-07-23,1996-09-24,PRM,no3_ugl,79
1996-09-24,1996-11-26,PRM,k_mgl,0.7811111111111111
1996-09-24,1996-11-26,PRM,ca_mgl,7.013333333333334
1996-09-24,1996-11-26,PRM,mg_mgl,1.8644444444444443
1996-09-24,1996-11-26,PRM,nh4_ugl,NA
1996-09-24,1996-11-26,PRM,no3_ugl,169
1996-11-26,1997-01-28,PRM,k_mgl,0.7071428571428572
1996-11-26,1997-01-28,PRM,ca_mgl,7.434285714285714
1996-11-26,1997-01-28,PRM,mg_mgl,2.027142857142857
1996-11-26,1997-01-28,PRM,nh4_ugl,NA
1996-11-26,1997-01-28,PRM,no3_ugl,128.42857142857142
1997-01-28,1997-04-01,PRM,k_mgl,0.8177777777777777
1997-01-28,1997-04-01,PRM,ca_mgl,8.206666666666667
1997-01-28,1997-04-01,PRM,mg_mgl,1.9822222222222223
1997-01-28,1997-04-01,PRM,nh4_ugl,NA
1997-01-28,1997-04-01,PRM,no3_ugl,108.5
1997-04-01,1997-06-03,PRM,k_mgl,0.84
1997-04-01,1997-06-03,PRM,ca_mgl,8.92125
1997-04-01,1997-06-03,PRM,mg_mgl,2
1997-04-01,1997-06-03,PRM,nh4_ugl,NA
1997-04-01,1997-06-03,PRM,no3_ugl,97.75
1997-06-03,1997-08-05,PRM,k_mgl,0.72375
1997-06-03,1997-08-05,PRM,ca_mgl,7.8525
1997-06-03,1997-08-05,PRM,mg_mgl,2.22375
1997-06-03,1997-08-05,PRM,nh4_ugl,NA
1997-06-03,1997-08-05,PRM,no3_ugl,123.375
1997-08-05,1997-10-07,PRM,k_mgl,0.6533333333333333
1997-08-05,1997-10-07,PRM,ca_mgl,7.243333333333333
1997-08-05,1997-10-07,PRM,mg_mgl,1.76
1997-08-05,1997-10-07,PRM,nh4_ugl,NA
1997-08-05,1997-10-07,PRM,no3_ugl,70.5
1997-10-07,1997-12-09,PRM,k_mgl,0.7822222222222223
1997-10-07,1997-12-09,PRM,ca_mgl,6.227777777777778
1997-10-07,1997-12-09,PRM,mg_mgl,1.7722222222222221
1997-10-07,1997-12-09,PRM,nh4_ugl,7.75
1997-10-07,1997-12-09,PRM,no3_ugl,45.66666666666667
1997-12-09,1998-02-10,PRM,k_mgl,0.7011111111111111
1997-12-09,1998-02-10,PRM,ca_mgl,7.401111111111112
1997-12-09,1998-02-10,PRM,mg_mgl,2.1333333333333333
1997-12-09,1998-02-10,PRM,nh4_ugl,35.42857142857143
1997-12-09,1998-02-10,PRM,no3_ugl,87.2
1998-02-10,1998-04-14,PRM,k_mgl,0.8088888888888889
1998-02-10,1998-04-14,PRM,ca_mgl,5.674444444444444
1998-02-10,1998-04-14,PRM,mg_mgl,1.9533333333333334
1998-02-10,1998-04-14,PRM,nh4_ugl,13.666666666666668
1998-02-10,1998-04-14,PRM,no3_ugl,40.125
1998-04-14,1998-06-16,PRM,k_mgl,0.7937500000000001
1998-04-14,1998-06-16,PRM,ca_mgl,5.708888888888889
1998-04-14,1998-06-16,PRM,mg_mgl,1.541111111111111
1998-04-14,1998-06-16,PRM,nh4_ugl,14.4
1998-04-14,1998-06-16,PRM,no3_ugl,68.14285714285714
1998-06-16,1998-08-18,PRM,k_mgl,0.744
1998-06-16,1998-08-18,PRM,ca_mgl,6.694545454545454
1998-06-16,1998-08-18,PRM,mg_mgl,2.1354545454545453
1998-06-16,1998-08-18,PRM,nh4_ugl,8.75
1998-06-16,1998-08-18,PRM,no3_ugl,56.18181818181818
1998-08-18,1998-10-20,PRM,k_mgl,0.9654545454545455
1998-08-18,1998-10-20,PRM,ca_mgl,7.5
1998-08-18,1998-10-20,PRM,mg_mgl,1.8933333333333333
1998-08-18,1998-10-20,PRM,nh4_ugl,15.222222222222221
1998-08-18,1998-10-20,PRM,no3_ugl,85.25
1998-10-20,1998-12-22,PRM,k_mgl,1.2466666666666666
1998-10-20,1998-12-22,PRM,ca_mgl,7.467777777777778
1998-10-20,1998-12-22,PRM,mg_mgl,1.8188888888888888
1998-10-20,1998-12-22,PRM,nh4_ugl,7.285714285714286
1998-10-20,1998-12-22,PRM,no3_ugl,394.22222222222223
1998-12-22,1999-02-23,PRM,k_mgl,1.12625
1998-12-22,1999-02-23,PRM,ca_mgl,7.17875
1998-12-22,1999-02-23,PRM,mg_mgl,2.93375
1998-12-22,1999-02-23,PRM,nh4_ugl,15.4
1998-12-22,1999-02-23,PRM,no3_ugl,262.14285714285717
1999-02-23,1999-04-27,PRM,k_mgl,0.9788888888888889
1999-02-23,1999-04-27,PRM,ca_mgl,8.314444444444444
1999-02-23,1999-04-27,PRM,mg_mgl,3.34
1999-02-23,1999-04-27,PRM,nh4_ugl,11
1999-02-23,1999-04-27,PRM,no3_ugl,126.22222222222223
1999-04-27,1999-06-29,PRM,k_mgl,1.05
1999-04-27,1999-06-29,PRM,ca_mgl,7.233333333333333
1999-04-27,1999-06-29,PRM,mg_mgl,2.2133333333333334
1999-04-27,1999-06-29,PRM,nh4_ugl,7.4
1999-04-27,1999-06-29,PRM,no3_ugl,114
1999-06-29,1999-08-31,PRM,k_mgl,0.8825
1999-06-29,1999-08-31,PRM,ca_mgl,6.2875
1999-06-29,1999-08-31,PRM,mg_mgl,1.82125
1999-06-29,1999-08-31,PRM,nh4_ugl,7.8
1999-06-29,1999-08-31,PRM,no3_ugl,130
1999-08-31,1999-11-02,PRM,k_mgl,0.7322222222222222
1999-08-31,1999-11-02,PRM,ca_mgl,6.4799999999999995
1999-08-31,1999-11-02,PRM,mg_mgl,1.77
1999-08-31,1999-11-02,PRM,nh4_ugl,7.166666666666667
1999-08-31,1999-11-02,PRM,no3_ugl,131.77777777777777
1999-11-02,2000-01-04,PRM,k_mgl,0.6844444444444444
1999-11-02,2000-01-04,PRM,ca_mgl,6.214444444444444
1999-11-02,2000-01-04,PRM,mg_mgl,1.8877777777777778
1999-11-02,2000-01-04,PRM,nh4_ugl,7
1999-11-02,2000-01-04,PRM,no3_ugl,182.11111111111111
2000-01-04,2000-03-07,PRM,k_mgl,0.588
2000-01-04,2000-03-07,PRM,ca_mgl,5.856
2000-01-04,2000-03-07,PRM,mg_mgl,1.83
2000-01-04,2000-03-07,PRM,nh4_ugl,9.2
2000-01-04,2000-03-07,PRM,no3_ugl,108.8
2000-03-07,2000-05-09,PRM,k_mgl,0.6488888888888888
2000-03-07,2000-05-09,PRM,ca_mgl,7.665555555555556
2000-03-07,2000-05-09,PRM,mg_mgl,2.388888888888889
2000-03-07,2000-05-09,PRM,nh4_ugl,6
2000-03-07,2000-05-09,PRM,no3_ugl,57.22222222222222
2000-05-09,2000-07-11,PRM,k_mgl,0.6611111111111111
2000-05-09,2000-07-11,PRM,ca_mgl,6.635555555555555
2000-05-09,2000-07-11,PRM,mg_mgl,1.951111111111111
2000-05-09,2000-07-11,PRM,nh4_ugl,8
2000-05-09,2000-07-11,PRM,no3_ugl,63.888888888888886
2000-07-11,2000-09-12,PRM,k_mgl,0.726
2000-07-11,2000-09-12,PRM,ca_mgl,7.111
2000-07-11,2000-09-12,PRM,mg_mgl,2.042
2000-07-11,2000-09-12,PRM,nh4_ugl,8.857142857142858
2000-07-11,2000-09-12,PRM,no3_ugl,69.7
2000-09-12,2000-11-14,PRM,k_mgl,0.73
2000-09-12,2000-11-14,PRM,ca_mgl,6.213333333333333
2000-09-12,2000-11-14,PRM,mg_mgl,1.8288888888888888
2000-09-12,2000-11-14,PRM,nh4_ugl,5.666666666666667
2000-09-12,2000-11-14,PRM,no3_ugl,88.11111111111111
2000-11-14,2001-01-16,PRM,k_mgl,0.7175
2000-11-14,2001-01-16,PRM,ca_mgl,6.69125
2000-11-14,2001-01-16,PRM,mg_mgl,2.04625
2000-11-14,2001-01-16,PRM,nh4_ugl,10.6
2000-11-14,2001-01-16,PRM,no3_ugl,100.5
2001-01-16,2001-03-20,PRM,k_mgl,0.7188888888888889
2001-01-16,2001-03-20,PRM,ca_mgl,8.607777777777779
2001-01-16,2001-03-20,PRM,mg_mgl,2.2944444444444443
2001-01-16,2001-03-20,PRM,nh4_ugl,8.875
2001-01-16,2001-03-20,PRM,no3_ugl,79.22222222222223
2001-03-20,2001-05-22,PRM,k_mgl,0.7233333333333334
2001-03-20,2001-05-22,PRM,ca_mgl,8.236666666666666
2001-03-20,2001-05-22,PRM,mg_mgl,1.9577777777777778
2001-03-20,2001-05-22,PRM,nh4_ugl,7
2001-03-20,2001-05-22,PRM,no3_ugl,47.22222222222222
2001-05-22,2001-07-24,PRM,k_mgl,0.7688888888888888
2001-05-22,2001-07-24,PRM,ca_mgl,7.783333333333333
2001-05-22,2001-07-24,PRM,mg_mgl,2.1533333333333333
2001-05-22,2001-07-24,PRM,nh4_ugl,6.6
2001-05-22,2001-07-24,PRM,no3_ugl,49.111111111111114
2001-07-24,2001-09-25,PRM,k_mgl,0.749
2001-07-24,2001-09-25,PRM,ca_mgl,7.92
2001-07-24,2001-09-25,PRM,mg_mgl,1.894
2001-07-24,2001-09-25,PRM,nh4_ugl,10
2001-07-24,2001-09-25,PRM,no3_ugl,54
2001-09-25,2001-11-27,PRM,k_mgl,0.683
2001-09-25,2001-11-27,PRM,ca_mgl,6.683
2001-09-25,2001-11-27,PRM,mg_mgl,1.781
2001-09-25,2001-11-27,PRM,nh4_ugl,10
2001-09-25,2001-11-27,PRM,no3_ugl,83.6
2001-11-27,2002-01-29,PRM,k_mgl,0.7266666666666667
2001-11-27,2002-01-29,PRM,ca_mgl,6.296666666666667
2001-11-27,2002-01-29,PRM,mg_mgl,2.022222222222222
